Price,Close
Ticker,JBH.AX
Date,
2020-01-02,28.414072036743164
2020-01-03,28.54066276550293
2020-01-06,28.697032928466797
2020-01-07,29.21080207824707
2020-01-08,28.667238235473633
2020-01-09,29.836259841918945
2020-01-10,30.48407554626465
2020-01-13,29.940513610839844
2020-01-14,30.677669525146484
2020-01-15,30.52130889892578
2020-01-16,30.71489906311035
2020-01-17,30.52874755859375
2020-01-20,29.93306541442871
2020-01-21,30.044750213623047
2020-01-22,30.46918296813965
2020-01-23,30.476633071899414
2020-01-24,30.536191940307617
2020-01-28,30.022418975830078
2020-01-29,30.25324821472168
2020-01-30,30.37238311767578
2020-01-31,29.530981063842773
2020-02-03,29.612886428833008
2020-02-04,30.64043617248535
2020-02-05,30.64788246154785
2020-02-06,29.992631912231445
2020-02-07,29.858604431152344
2020-02-10,33.291229248046875
2020-02-11,31.98072624206543
2020-02-12,31.697784423828125
2020-02-13,30.96061897277832
2020-02-14,30.93828010559082
2020-02-17,30.82659149169922
2020-02-18,30.68511962890625
2020-02-19,30.975509643554688
2020-02-20,30.22038459777832
2020-02-21,30.685667037963867
2020-02-24,29.205921173095703
2020-02-25,28.56520652770996
2020-02-26,27.993139266967773
2020-02-27,28.32111930847168
2020-02-28,28.061786651611328
2020-03-02,27.51259994506836
2020-03-03,27.375303268432617
2020-03-04,26.765100479125977
2020-03-05,26.398977279663086
2020-03-06,26.13201332092285
2020-03-09,24.316654205322266
2020-03-10,25.689617156982422
2020-03-11,25.63621711730957
2020-03-12,23.546274185180664
2020-03-13,25.5752010345459
2020-03-16,23.027597427368164
2020-03-17,23.584407806396484
2020-03-18,22.127548217773438
2020-03-19,21.029176712036133
2020-03-20,21.036800384521484
2020-03-23,18.771421432495117
2020-03-24,18.428176879882812
2020-03-25,17.924760818481445
2020-03-26,19.709609985351562
2020-03-27,18.527339935302734
2020-03-30,20.479991912841797
2020-03-31,21.357160568237305
2020-04-01,23.637802124023438
2020-04-02,24.18698501586914
2020-04-03,22.211450576782227
2020-04-06,23.439483642578125
2020-04-07,23.35558319091797
2020-04-08,24.125965118408203
2020-04-09,25.857423782348633
2020-04-14,25.804025650024414
2020-04-15,25.865049362182617
2020-04-16,24.62175750732422
2020-04-17,25.224334716796875
2020-04-20,24.560733795166016
2020-04-21,24.49208641052246
2020-04-22,25.43027687072754
2020-04-23,25.354005813598633
2020-04-24,25.720129013061523
2020-04-27,26.29981803894043
2020-04-28,26.04810905456543
2020-04-29,26.55915641784668
2020-04-30,26.818490982055664
2020-05-01,26.18541145324707
2020-05-04,25.910818099975586
2020-05-05,25.89556121826172
2020-05-06,26.77272605895996
2020-05-07,25.926067352294922
2020-05-08,26.8947696685791
2020-05-11,27.550739288330078
2020-05-12,26.780357360839844
2020-05-13,26.71933364868164
2020-05-14,26.08624839782715
2020-05-15,26.154895782470703
2020-05-18,25.94132423400879
2020-05-19,26.94053077697754
2020-05-20,26.97104835510254
2020-05-21,27.18461799621582
2020-05-22,26.810869216918945
2020-05-25,27.802452087402344
2020-05-26,27.84058380126953
2020-05-27,28.603342056274414
2020-05-28,28.786407470703125
2020-05-29,28.313493728637695
2020-06-01,28.95421028137207
2020-06-02,29.60255241394043
2020-06-03,30.426328659057617
2020-06-04,30.73143196105957
2020-06-05,30.77719497680664
2020-06-09,30.746686935424805
2020-06-10,32.035743713378906
2020-06-11,30.678043365478516
2020-06-12,30.51022720336914
2020-06-15,28.99234390258789
2020-06-16,30.670406341552734
2020-06-17,31.898447036743164
2020-06-18,30.357681274414062
2020-06-19,30.49497413635254
2020-06-22,30.37293243408203
2020-06-23,31.616230010986328
2020-06-24,31.93658447265625
2020-06-25,31.661991119384766
2020-06-26,32.21880340576172
2020-06-29,32.7298469543457
2020-06-30,32.821380615234375
2020-07-01,32.64594650268555
2020-07-02,32.569671630859375
2020-07-03,32.562042236328125
2020-07-06,32.86715316772461
2020-07-07,33.16461944580078
2020-07-08,32.340850830078125
2020-07-09,32.53916549682617
2020-07-10,32.340850830078125
2020-07-13,32.7603645324707
2020-07-14,32.39423751831055
2020-07-15,32.89765548706055
2020-07-16,32.47052001953125
2020-07-17,32.966304779052734
2020-07-20,32.6993408203125
2020-07-21,33.347686767578125
2020-07-22,32.958675384521484
2020-07-23,33.76719665527344
2020-07-24,33.8968620300293
2020-07-27,34.324012756347656
2020-07-28,34.04179382324219
2020-07-29,33.91975402832031
2020-07-30,34.7740364074707
2020-07-31,34.83506393432617
2020-08-03,34.03416061401367
2020-08-04,33.622276306152344
2020-08-05,34.16383361816406
2020-08-06,34.9189567565918
2020-08-07,34.827430725097656
2020-08-10,35.117279052734375
2020-08-11,34.88844680786133
2020-08-12,35.31559371948242
2020-08-13,35.39187240600586
2020-08-14,36.101234436035156
2020-08-17,37.83268737792969
2020-08-18,36.665672302246094
2020-08-19,38.32085418701172
2020-08-20,38.900543212890625
2020-08-21,38.85477828979492
2020-08-24,39.25141143798828
2020-08-25,39.96840286254883
2020-08-26,39.86924362182617
2020-08-27,40.171932220458984
2020-08-28,39.70625686645508
2020-08-31,38.930145263671875
2020-09-01,38.89909744262695
2020-09-02,39.65969467163086
2020-09-03,39.45014190673828
2020-09-04,38.63521957397461
2020-09-07,37.78147888183594
2020-09-08,36.7104377746582
2020-09-09,36.53969192504883
2020-09-10,36.58625793457031
2020-09-11,36.361183166503906
2020-09-14,36.05849838256836
2020-09-15,36.29133605957031
2020-09-16,36.99760818481445
2020-09-17,36.67939758300781
2020-09-18,36.51641082763672
2020-09-21,36.477603912353516
2020-09-22,36.53193283081055
2020-09-23,37.36238098144531
2020-09-24,36.819087982177734
2020-09-25,36.93551254272461
2020-09-28,36.56298065185547
2020-09-29,36.75700759887695
2020-09-30,36.524169921875
2020-10-01,36.081787109375
2020-10-02,35.864471435546875
2020-10-05,36.66387176513672
2020-10-06,36.508644104003906
2020-10-07,37.835811614990234
2020-10-08,38.495513916015625
2020-10-09,38.565364837646484
2020-10-12,38.96894454956055
2020-10-13,39.81491470336914
2020-10-14,40.808345794677734
2020-10-15,40.38148498535156
2020-10-16,40.49790573120117
2020-10-19,40.51342010498047
2020-10-20,40.249542236328125
2020-10-21,39.60536575317383
2020-10-22,39.79939270019531
2020-10-23,39.45014190673828
2020-10-26,38.4256591796875
2020-10-27,38.34804916381836
2020-10-28,39.19401931762695
2020-10-29,36.77252960205078
2020-10-30,36.81133270263672
2020-11-02,37.0984992980957
2020-11-03,37.38566207885742
2020-11-04,37.68058395385742
2020-11-05,37.88237762451172
2020-11-06,37.835811614990234
2020-11-09,38.94566345214844
2020-11-10,36.05849838256836
2020-11-11,34.47521209716797
2020-11-12,35.282379150390625
2020-11-13,35.55402755737305
2020-11-16,35.98865509033203
2020-11-17,35.499698638916016
2020-11-18,35.36775207519531
2020-11-19,35.35222625732422
2020-11-20,35.71701431274414
2020-11-23,35.31342697143555
2020-11-24,35.817901611328125
2020-11-25,35.228050231933594
2020-11-26,35.53073501586914
2020-11-27,35.73252868652344
2020-11-30,35.47641372680664
2020-12-01,35.97312545776367
2020-12-02,35.15819549560547
2020-12-03,35.38327407836914
2020-12-04,34.92536544799805
2020-12-07,34.1259651184082
2020-12-08,33.28775405883789
2020-12-09,34.087154388427734
